id_client,plafond_credit_eur,sexe,niveau_education,situation_familiale,age,retard_paiement_sep_2023,retard_paiement_aou_2023,retard_paiement_juil_2023,retard_paiement_juin_2023,retard_paiement_mai_2023,retard_paiement_avr_2023,encours_carte_sep_2023_eur,encours_carte_aou_2023_eur,encours_carte_juil_2023_eur,encours_carte_juin_2023_eur,encours_carte_mai_2023_eur,encours_carte_avr_2023_eur,montant_rembourse_sep_2023_eur,montant_rembourse_aou_2023_eur,montant_rembourse_juil_2023_eur,montant_rembourse_juin_2023_eur,montant_rembourse_mai_2023_eur,montant_rembourse_avr_2023_eur,defaut_paiement_mois_suivant
17932,6440,1,2,2,32,2,0,0,0,2,2,7110,6660,6787,6585,6553,6323,285,282,532,255,0,462,1
17933,5600,1,1,2,32,0,0,0,0,0,0,5335,5454,5438,5464,4670,4699,252,252,224,193,168,168,0
17934,13160,1,1,2,34,0,0,0,0,0,0,1612,1550,1217,925,522,398,150,97,43,46,62,2126,0
17935,4200,1,1,3,45,0,0,0,0,0,0,3036,3113,902,931,957,977,84,36,36,34,34,0,0
17936,1960,1,3,1,37,0,0,0,0,0,0,2009,1987,1987,1926,1907,1923,76,76,74,73,78,72,0
17937,1400,1,2,2,37,0,0,0,0,0,0,1385,1371,1294,1329,758,797,65,63,70,56,56,42,0
17938,2240,1,1,2,35,0,0,-1,0,0,0,2121,2618,2204,1487,811,692,560,2219,70,29,56,28,0
17939,9240,1,1,1,40,0,0,0,0,0,0,8654,8818,9018,4666,4760,4892,350,373,168,168,205,224,0
17940,3920,1,2,2,33,0,0,0,0,0,0,3733,3766,3691,3023,2481,2385,140,140,112,98,98,84,0
17941,1960,1,2,2,44,2,2,2,2,2,2,1213,1241,1270,1242,1316,1343,57,57,0,104,52,53,1
17942,7840,1,2,2,32,0,0,0,0,0,0,981,1024,1094,1135,1204,1296,56,84,56,84,112,202,0
17943,4200,1,3,2,30,0,0,0,0,0,0,2246,1324,3964,2744,2688,2233,87,3789,80,65,62,59,0
17944,2240,1,2,1,35,0,0,0,0,0,0,2236,2162,2199,2220,2108,2185,112,98,93,84,140,84,0
17945,3360,1,1,1,42,0,0,2,2,2,0,216,269,299,333,320,338,56,39,48,0,28,20,1
17946,1400,1,2,1,45,0,0,0,0,0,2,406,442,472,497,542,496,44,46,43,59,0,17,0
17947,6440,1,2,1,43,0,0,0,0,0,2,97,113,126,139,123,111,30,36,28,6,0,6,0
17948,4480,1,2,2,36,1,-2,-2,-2,-2,-1,0,0,0,0,0,28,0,0,0,0,28,0,0
17949,1400,1,3,2,37,0,0,0,0,0,0,811,830,817,827,556,527,49,46,39,0,0,8,0
17950,2800,1,3,1,49,0,0,0,0,0,0,2302,2100,2015,1927,1926,1931,74,74,66,66,72,77,0
17951,5600,1,2,1,43,2,3,2,2,2,2,2647,2580,2654,2586,2851,2905,0,140,0,336,104,0,1
17952,4760,1,2,1,36,1,2,0,0,0,0,4451,3905,3916,3919,3960,4198,0,182,183,148,308,0,0
17953,1400,1,2,1,43,0,0,0,0,0,0,711,712,652,654,549,517,38,40,36,19,19,19,0
17954,5600,1,3,1,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
17955,5600,1,2,1,39,-1,-1,-1,-1,-1,-2,43,31,29,36,0,0,31,29,36,0,0,0,0
17956,1400,1,3,2,41,0,0,0,0,0,0,1215,1215,1215,1185,345,280,56,63,41,15,14,12,0
17957,1400,1,3,2,45,0,0,0,0,0,0,1007,972,930,887,824,833,52,52,51,30,92,0,0
17958,8400,1,2,1,39,-1,-1,-2,-2,-2,-2,840,17,29,-1,-1,-1,17,30,0,0,0,0,0
17959,3640,1,2,2,32,0,0,0,0,0,0,599,869,1135,1535,2206,2309,280,280,420,700,140,140,0
17960,2240,1,1,2,33,2,2,2,2,2,2,1882,1835,1942,1894,2031,2074,0,154,0,168,84,0,1
17961,3360,1,1,2,34,0,0,0,2,0,0,918,784,910,455,248,56,42,140,0,0,56,47,0
17962,3920,1,1,2,32,0,0,0,0,0,0,3644,3681,3843,3414,1994,2038,140,224,154,140,84,56,1
17963,6160,1,1,2,48,0,0,0,0,2,0,3166,3228,3302,3650,3550,3628,157,168,448,0,140,176,0
17964,1960,1,2,2,32,0,0,0,0,0,0,1997,1971,3680,1787,1465,1143,101,71,68,85,57,1960,1
17965,560,1,3,2,45,0,0,0,0,0,0,516,382,253,167,111,22,36,43,28,2,0,0,0
17966,5600,1,1,1,49,1,-1,-1,-1,-1,-1,0,14,0,14,9,20,14,0,14,9,20,149,0
17967,560,1,2,1,31,1,2,2,2,2,2,177,184,218,238,258,250,14,42,28,28,0,11,1
17968,14280,1,1,2,32,0,0,0,0,0,0,1780,1762,1745,1708,1695,1648,81,84,67,70,50,53,0
17969,12600,1,1,2,34,-1,2,-1,2,-1,-1,1196,182,262,80,2339,0,0,266,1,2352,0,3,0
17970,1400,1,2,1,34,0,0,0,0,0,0,1273,1279,1284,1293,284,303,56,84,62,34,28,28,0
17971,3360,1,2,3,48,0,0,0,0,0,-2,1727,1699,1734,1645,-1012,-1012,66,96,141,438,0,0,0
17972,1400,1,3,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
17973,7840,1,2,2,31,0,0,0,-2,-2,-2,135,97,0,0,0,29,28,0,0,0,29,1595,0
17974,840,1,1,2,33,4,3,2,2,2,2,624,606,589,663,644,717,0,0,84,0,84,0,1
17975,560,1,2,1,35,1,2,0,0,0,2,158,152,176,209,229,221,0,31,36,28,0,8,0
17976,2240,1,2,1,42,0,0,0,0,0,0,2190,1761,1483,1465,1378,1407,59,140,51,44,45,61,0
17977,3360,1,2,1,45,0,0,0,0,0,0,1472,1319,1238,914,675,571,56,56,35,28,21,17,0
17978,10360,1,2,1,38,0,0,0,0,0,0,5308,5132,5246,5382,5421,5501,224,224,252,196,196,182,0
17979,1400,1,2,2,45,0,0,0,0,0,0,850,804,453,447,401,485,56,56,56,28,84,62,0
17980,560,1,3,2,39,0,0,0,0,0,0,865,458,381,287,491,457,140,56,84,280,96,8,0
17981,4480,1,2,1,36,0,0,0,0,0,0,1671,1710,1750,1788,1826,1948,84,84,84,84,157,73,0
17982,4760,1,3,2,44,0,0,0,0,0,0,4678,4787,4831,4467,3847,3827,344,280,224,168,840,149,0
17983,2800,1,2,2,36,0,0,0,0,-2,-2,58,99,151,0,0,0,42,56,0,0,0,48,0
17984,5880,1,1,1,42,-1,-1,-1,-1,-1,-1,79,98,124,76,100,114,99,124,76,100,114,52,0
17985,2800,1,3,2,32,0,0,0,0,-1,-1,1526,1272,1144,300,31,1710,69,62,39,31,1710,62,0
17986,6440,1,1,1,33,0,0,0,0,0,0,5988,6107,6302,6371,3409,6142,260,336,255,129,118,115,1
17987,6720,1,1,1,38,-1,3,2,-1,-1,0,177,94,36,77,63,30,0,0,77,63,0,76,0
17988,6720,1,3,2,36,0,0,0,0,0,0,3781,3954,3268,2606,1552,1661,280,280,280,140,140,140,0
17989,1400,1,2,3,48,2,2,2,2,2,0,1200,1200,1281,1279,1278,1301,28,109,28,28,48,126,1
17990,2240,1,2,1,46,0,0,0,0,0,0,2232,2237,2238,1799,1341,1345,99,98,70,56,70,56,0
17991,1400,1,3,2,41,0,0,0,0,0,0,2659,1373,1404,1408,817,815,118,62,92,34,31,31,0
17992,1400,1,2,1,36,0,0,0,0,0,0,1229,1190,490,509,519,530,64,45,36,18,19,21,0
17993,12320,1,1,2,37,0,0,0,0,0,0,5210,6512,8747,6225,6269,3659,1400,2813,196,180,170,112,0
17994,6160,1,3,2,42,0,0,0,0,0,0,745,933,1028,1140,1253,1370,252,140,140,140,140,140,0
17995,1960,1,1,2,30,0,0,0,-1,0,0,453,29,0,596,606,624,28,0,596,28,28,34,0
17996,6720,1,1,2,32,-2,-2,-2,-2,-2,-2,89,89,87,89,89,89,89,87,90,89,89,88,0
17997,10080,1,3,2,42,0,0,0,0,0,0,1469,1141,873,717,571,816,84,84,140,140,536,28,0
17998,10080,1,1,2,32,-2,-2,-2,-2,-2,-2,251,64,607,0,444,-1,64,610,0,444,0,0,0
17999,2240,1,1,2,33,-2,-1,2,0,0,0,7045,7409,122,154,165,191,364,0,34,14,28,28,0
18000,840,1,2,2,36,1,2,2,2,0,0,370,383,397,410,431,452,28,28,28,28,28,28,1
18001,4480,1,2,2,37,1,2,2,0,0,0,2794,2837,2764,2533,2536,2591,120,0,118,91,95,99,1
18002,4200,1,2,2,39,2,0,0,0,0,0,4365,4477,4615,2660,2744,2800,154,199,84,84,56,0,1
18003,2800,1,2,2,30,0,0,0,0,0,0,1562,1259,1314,1363,1386,1428,84,84,84,56,56,56,0
18004,1960,1,2,2,33,1,2,8,7,7,6,733,1053,1037,1090,1073,1068,336,0,70,0,28,42,0
18005,8400,1,2,2,35,0,0,0,0,0,0,6781,7743,5793,4757,4775,4261,1120,743,280,255,287,142,0
18006,2520,1,2,1,39,2,2,2,2,2,2,742,841,820,890,909,890,112,0,84,42,0,73,1
18007,22400,1,1,2,46,-2,-2,-2,-1,-1,-1,174,130,107,173,55,89,130,107,174,55,89,762,0
18008,10080,1,2,2,40,-1,0,0,0,0,0,1024,962,1205,1221,945,935,309,421,283,393,143,562,0
18009,2520,1,2,1,41,1,2,0,0,0,2,2428,2364,2413,2462,2597,2552,0,112,115,202,0,92,1
18010,8400,1,3,2,43,0,0,0,0,0,0,8505,8391,7829,8021,5353,5441,322,392,560,182,224,196,1
18011,840,1,3,1,46,1,2,0,0,0,0,547,530,560,590,600,635,0,48,48,28,49,0,1
18012,1400,1,2,2,37,0,0,0,0,0,0,1360,1350,1362,1323,1351,1377,58,59,49,48,50,57,0
18013,3080,1,2,1,30,2,0,0,3,2,2,1523,1610,1852,1805,1832,1863,112,269,0,73,64,84,1
18014,2240,1,1,2,37,0,0,0,0,0,0,4350,4471,4591,4709,4812,4915,168,168,168,154,154,154,0
18015,3920,1,2,1,31,0,0,2,2,0,0,3753,4030,4022,3321,2667,2608,382,132,3,98,98,95,0
18016,1400,1,2,1,44,0,0,0,0,0,0,1362,973,452,335,277,286,38,34,32,14,28,0,0
18017,560,1,3,2,40,0,0,0,2,2,0,369,398,438,404,380,372,35,83,16,0,12,15,0
18018,1400,1,3,2,46,0,0,0,0,0,0,1346,1370,1370,946,546,548,65,56,35,17,28,28,0
18019,1400,1,1,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18020,3640,1,2,1,48,3,2,2,2,3,3,3369,3413,3318,3680,3731,3668,140,0,420,149,1,0,1
18021,2520,1,2,1,45,0,0,2,0,0,0,1305,1400,1232,1234,1157,1034,126,0,49,40,40,34,0
18022,840,1,3,1,44,-2,-2,-2,-2,-2,-2,61,0,0,0,0,0,0,0,0,0,0,0,0
18023,1400,1,2,1,49,0,0,0,0,0,0,934,939,978,1041,1102,772,56,98,84,84,140,140,1
18024,4760,1,1,1,39,-2,-2,-2,-2,-2,-2,0,0,25,0,0,0,0,25,0,0,0,0,0
18025,8120,1,1,2,31,2,0,0,0,0,0,1261,1252,985,808,788,84,76,48,50,0,0,68,1
18026,560,1,3,1,47,0,0,0,0,0,0,448,401,254,143,143,146,40,36,34,0,3,0,0
18027,5040,1,1,2,38,2,2,2,0,0,0,3195,3479,3522,3534,3575,2793,339,140,118,84,140,56,1
18028,10080,1,1,1,35,1,-2,-2,-2,-2,-2,11,11,11,11,11,11,11,11,11,11,11,11,0
18029,560,1,3,2,31,0,0,0,0,0,0,202,382,335,321,293,263,280,56,140,84,103,123,0
18030,3920,1,2,2,33,0,0,0,0,0,0,7817,7265,701,606,514,425,196,56,56,56,56,56,0
18031,2520,1,2,1,34,0,0,0,0,0,0,1487,1516,1559,1590,1638,1769,71,84,74,91,190,0,0
18032,3360,1,2,1,40,0,0,0,0,0,0,999,1038,1077,1106,1144,1178,56,56,56,56,56,84,0
18033,4480,1,1,1,31,-1,-1,-1,-1,-1,-1,685,217,476,481,411,121,217,476,481,411,121,163,0
18034,7840,1,2,1,32,2,2,2,2,2,2,5714,5579,5919,6002,6038,5905,0,504,224,210,0,224,1
18035,14000,1,1,1,46,-1,-1,-1,-1,-1,-2,28,114,189,70,0,0,114,189,70,0,0,28,0
18036,2800,1,2,2,38,2,0,0,0,0,-1,2996,2765,899,527,279,280,109,49,28,32,280,0,1
18037,4480,1,3,2,31,0,0,0,0,0,0,3051,2961,3053,3143,3206,3217,126,140,140,115,117,168,0
18038,560,1,2,1,42,0,0,0,0,0,0,395,424,462,515,526,537,35,45,70,28,19,24,0
18039,11200,1,1,2,39,2,2,2,2,2,2,1382,1421,1391,1476,1436,1542,70,0,126,0,134,45,0
18040,840,1,2,1,45,2,4,4,3,2,2,808,853,832,811,823,840,66,0,0,34,34,33,0
18041,1400,1,3,1,47,-1,0,-1,-1,0,0,80,71,154,608,590,562,28,154,608,26,33,53,0
18042,1960,1,2,2,40,1,2,0,0,0,0,2219,2006,2053,1950,554,0,0,84,564,14,0,0,0
18043,3080,1,2,1,42,1,2,0,0,2,2,1273,1244,1271,1411,1406,1350,0,55,168,56,0,85,0
18044,1400,1,2,2,44,0,0,0,0,0,0,1419,2148,2210,1406,854,836,112,131,64,70,56,84,0
18045,4760,1,2,1,40,-1,-1,-1,-1,-1,-1,129,95,106,72,59,67,95,183,72,59,67,187,0
18046,840,1,1,1,33,0,0,0,0,0,0,804,802,845,821,800,0,50,64,42,28,0,0,0
18047,1400,1,3,1,29,0,0,0,-1,-1,-1,267,277,270,25,28,22,56,31,25,28,22,0,0
18048,1400,1,2,2,30,-1,2,2,-2,-2,-2,22,22,0,0,0,0,0,0,0,0,0,0,1
18049,2520,1,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
18050,3080,1,2,1,40,0,0,2,0,0,0,869,951,928,956,979,1013,97,0,44,38,53,0,0
18051,6720,1,2,2,46,0,0,0,0,0,0,1327,1380,1433,1476,1518,1573,84,84,84,84,84,84,0
18052,10080,1,3,1,42,-2,-2,-2,-2,-2,-2,0,124,0,103,77,82,124,0,103,81,82,148,0
18053,8120,1,2,2,45,0,0,0,0,0,0,5954,5402,4877,4586,3381,6619,189,193,189,158,6581,244,0
18054,5040,1,1,1,39,-1,-1,-1,-2,-2,-2,142,159,0,0,0,0,159,0,0,0,0,0,0
18055,5040,1,2,1,43,0,0,0,0,0,0,4448,4270,4018,4092,2064,3845,169,197,280,560,112,280,0
18056,1400,1,2,2,43,0,0,0,0,0,0,1335,1347,1280,1236,1147,1222,56,48,55,41,92,0,0
18057,14000,1,1,2,47,-2,-2,-1,-1,0,-1,599,573,100,528,190,166,573,100,528,4,166,265,0
18058,1400,1,2,1,35,0,0,2,2,0,0,146,214,240,232,242,248,70,34,0,14,14,14,1
18059,1400,1,3,1,37,5,4,3,2,0,0,1514,1482,1452,1409,1392,1392,0,0,0,0,0,0,0
18060,11200,1,1,2,32,-1,-1,-1,-1,0,0,15,45,16,598,467,220,45,8,623,118,25,129,0
18061,6720,1,2,1,34,0,0,0,0,0,0,6320,6409,6516,5245,3637,3463,239,259,240,120,144,119,0
18062,4200,1,2,1,31,0,0,-1,-1,0,0,1800,1798,119,4076,4144,3552,98,126,4076,143,280,213,0
18063,1400,1,3,2,31,3,2,2,2,2,2,426,411,594,598,580,627,0,191,22,0,56,0,1
18064,4200,1,1,1,34,1,-1,-1,-1,-1,-1,0,10,0,114,112,23,10,0,115,112,23,88,0
18065,1400,1,3,1,41,0,0,2,0,0,0,73,340,327,341,62,67,280,0,29,2,6,3,1
18066,10080,1,1,2,40,-1,-1,-1,-1,-1,-1,97,56,143,92,6,80,57,143,92,6,80,60,0
18067,2800,1,1,1,38,2,2,2,2,2,0,2028,2090,2130,2162,2111,2212,112,90,84,0,140,90,1
18068,840,1,2,2,44,2,2,0,0,0,0,1234,1106,1030,952,863,821,0,51,45,28,72,74,0
18069,7280,1,1,2,36,-2,-2,-2,-2,-2,-2,469,165,12,-2,-2,-2,280,280,0,0,0,0,0
18070,3920,1,2,1,29,0,0,0,0,2,0,3946,3945,3866,3965,3095,3126,154,202,424,0,118,120,0
18071,840,1,3,1,48,-1,-1,-1,-1,-1,-1,35,35,35,35,35,35,35,35,35,35,35,35,0
18072,1680,1,2,2,36,2,2,2,2,2,2,1359,1384,1396,1421,1473,1501,56,42,56,84,56,56,1
18073,280,1,2,2,29,1,2,2,2,2,0,235,254,225,163,158,157,28,56,28,0,56,28,0
18074,3080,1,3,2,34,2,2,2,2,2,2,2418,2478,2289,2362,2247,2255,126,1,196,73,98,0,1
18075,1120,1,1,2,34,0,0,2,0,0,2,1088,1129,1075,1098,1130,1075,101,0,59,90,0,43,1
18076,1400,1,3,1,47,2,0,0,0,0,0,1383,1391,1432,565,540,540,51,63,36,19,19,23,1
18077,1400,1,2,2,40,0,0,0,0,0,0,1241,1267,1342,1297,1288,1418,84,140,56,84,197,0,0
18078,9800,1,2,2,32,0,0,0,0,0,0,6380,6384,6173,5325,5394,5524,284,252,244,196,213,218,1
18079,12600,1,1,2,34,0,0,0,0,0,0,7301,6398,6517,5824,5449,5629,567,1405,199,185,280,280,0
18080,1400,1,2,2,42,0,0,0,0,0,0,1386,1416,1378,1393,514,537,84,84,84,140,56,42,0
18081,4760,1,3,1,39,0,0,0,0,0,0,1523,1554,1591,1576,1360,1279,56,63,58,45,44,42,0
18082,2800,1,2,1,41,1,2,0,0,0,0,2697,2211,2080,1975,1721,1833,0,73,181,70,140,0,0
18083,3920,1,1,1,36,0,0,0,0,0,0,1109,1143,1173,1203,1231,1263,62,56,59,56,56,56,0
18084,7000,1,1,2,29,1,-1,2,2,-2,-1,0,141,69,0,0,86,141,0,0,0,86,0,0
18085,3640,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18086,3640,1,2,2,33,2,2,2,-1,-1,-2,33,61,56,20,0,0,56,0,20,0,0,0,0
18087,10080,1,3,1,36,-2,-2,-2,-2,-2,-2,6,35,0,52,0,0,35,0,52,0,0,0,1
18088,7560,1,2,1,39,-1,0,-1,-1,-1,-2,510,680,321,64,0,0,402,405,64,0,0,0,0
18089,3920,1,2,1,40,0,0,0,0,0,2,3918,3723,3799,3414,3118,3010,182,182,121,342,0,118,0
18090,4200,1,2,2,32,0,0,0,0,0,0,4245,3895,2596,2421,2229,2264,127,98,98,84,78,113,0
18091,5600,1,1,2,33,-1,-1,-1,-1,-1,0,40,42,28,262,5208,5284,42,37,262,5404,196,196,0
18092,7840,1,1,1,34,0,0,0,0,0,0,5284,9897,4260,3892,3830,3854,177,168,139,141,146,196,0
18093,2240,1,3,2,35,2,0,0,0,0,0,2465,2389,2356,1671,2266,768,91,115,67,1219,42,34,1
18094,6720,1,3,2,40,0,0,0,0,0,0,6869,6637,6799,6352,6527,6698,238,269,249,299,6265,263,0
18095,560,1,1,2,42,3,2,2,3,3,3,29,29,29,29,29,29,0,0,0,0,0,0,1
18096,8400,1,1,1,38,0,0,0,0,0,0,3187,2905,2543,2209,1615,994,126,92,126,118,70,704,0
18097,7000,1,1,2,41,-1,3,2,2,2,-2,5,5,44,39,0,0,0,39,0,0,0,0,1
18098,1400,1,1,2,49,0,0,0,0,0,0,1348,429,352,813,501,520,37,42,540,28,28,20,1
18099,1400,1,3,1,41,0,0,2,2,2,2,157,1313,1285,1364,1386,1416,1179,0,109,53,56,0,0
18100,840,1,2,2,39,2,4,3,2,2,4,728,709,689,670,807,778,0,0,0,148,0,0,1
18101,6720,1,1,1,38,2,2,-2,-2,-2,-2,70,0,0,0,0,0,0,0,0,0,0,0,1
18102,5600,1,2,1,40,0,0,3,2,2,2,4315,4830,4715,4598,4884,4998,588,0,0,364,196,33,1
18103,1400,1,1,2,39,0,0,0,0,0,0,1608,1638,1563,1537,1627,1604,58,74,52,112,70,1058,0
18104,5880,1,1,2,38,-1,-1,-2,-2,-2,-1,8,0,0,0,0,398,0,0,0,0,398,81,0
18105,7840,1,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18106,5600,1,3,2,33,0,0,0,0,0,-1,6248,5917,5619,3819,476,1034,235,240,172,64,522,17,0
18107,8400,1,2,1,41,0,0,0,0,0,0,4565,3933,2695,1805,2816,2130,154,140,84,2660,112,98,0
18108,11760,1,1,2,36,-1,-1,-1,2,2,2,265,1060,880,630,460,-69,1124,645,2,3,1,1406,0
18109,9800,1,1,2,34,0,0,0,0,0,0,7267,5987,6166,6317,2956,3116,236,252,266,280,196,280,0
18110,3360,1,3,1,43,2,3,2,2,2,2,1160,1189,1256,1278,1299,1327,56,95,50,50,53,58,1
18111,3080,1,2,1,48,2,2,2,0,0,2,1822,1945,1898,1937,2056,2020,154,0,70,151,0,84,1
18112,560,1,1,2,31,1,-1,-1,-2,-2,-2,0,4,0,0,0,0,4,0,0,0,0,0,0
18113,2800,1,1,2,32,0,0,0,0,0,0,2274,2206,1936,1949,1945,1953,85,73,87,84,84,84,0
18114,6720,1,1,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
18115,3640,1,5,2,37,0,0,0,0,0,0,625,645,574,602,605,624,45,46,46,22,28,29,0
18116,4760,1,1,2,48,0,0,0,-1,0,0,174,278,-4403,4675,4593,4660,142,0,9319,168,168,171,0
18117,1680,1,2,1,42,2,2,2,2,2,0,116,178,213,213,205,216,64,42,8,0,14,14,1
18118,5600,1,3,1,42,0,0,0,2,0,0,4239,4157,4295,4073,3333,3227,196,415,0,128,117,130,0
18119,5880,1,2,1,48,0,0,0,0,0,0,5208,4742,4580,3244,3125,3385,227,196,112,140,2940,115,0
18120,2800,1,2,2,35,0,0,0,0,0,0,2668,2723,2783,2465,1658,1586,100,106,88,70,84,70,0
18121,10640,1,1,1,37,0,0,0,0,0,0,2348,2492,2162,1975,1841,1634,364,142,59,55,56,45,0
18122,6720,1,1,2,38,0,0,0,0,-1,2,192,71,186,-50,91,45,56,182,0,140,0,51,0
18123,4200,1,2,2,33,0,0,2,2,2,2,1490,1604,1476,1577,1605,1575,140,0,126,70,0,70,0
18124,1680,1,2,2,35,0,0,0,0,2,0,969,998,1028,1093,1044,1064,53,55,92,0,40,36,0
18125,9800,1,2,1,37,0,0,0,0,0,0,6143,6190,6289,7147,7266,7944,215,223,988,259,825,560,0
18126,8400,1,1,1,33,-1,-1,-1,-1,-1,-2,7,36,0,9,0,0,36,0,9,0,0,0,0
18127,4480,1,3,1,42,-1,0,0,0,0,0,2124,2495,2491,1758,1803,2322,840,121,112,84,560,98,0
18128,3640,1,1,2,37,0,0,0,0,0,0,2559,2475,2495,2554,824,831,140,96,117,29,31,30,0
18129,1400,1,3,2,38,0,0,0,0,-2,-2,120,153,173,0,0,0,36,28,0,0,0,0,0
18130,7560,1,2,1,40,0,0,0,0,0,0,1193,1249,1307,1363,1388,1417,85,87,87,56,56,56,1
18131,2520,1,1,2,36,0,0,0,2,0,0,2455,2360,1512,1449,1410,1367,100,143,0,6,1,32,0
18132,6720,1,1,1,37,-2,-2,-2,-2,-2,-2,114,213,4322,269,318,108,214,4344,271,322,108,99,0
18133,12600,1,1,1,45,0,0,0,0,0,0,5628,4957,3820,3531,3221,2965,280,168,142,140,140,140,0
18134,7840,1,1,2,36,-1,-1,-1,2,-1,-1,303,118,86,37,8,152,118,128,0,8,152,28,1
18135,7560,1,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18136,280,1,3,2,46,3,2,2,3,3,3,29,29,29,29,29,29,0,0,0,0,0,0,1
18137,1400,1,1,3,37,0,0,2,0,0,0,1275,1385,1318,1283,1269,177,177,0,34,28,4,28,0
18138,2800,1,1,1,33,0,0,0,2,2,2,956,1070,1193,1249,1276,1302,140,140,84,56,50,45,0
18139,5320,1,1,2,32,0,0,0,0,0,0,5141,5358,5382,3834,2781,2765,420,201,152,112,99,133,1
18140,6720,1,1,2,33,0,0,0,0,0,0,2397,1785,1728,1403,528,532,70,94,50,28,34,56,0
18141,6160,1,1,1,33,0,0,0,0,0,2,4793,4909,5013,5125,5809,5714,196,182,196,774,0,448,0
18142,14000,1,1,1,42,0,0,0,-1,-1,0,1332,1027,273,16,1501,708,56,29,21,2440,26,30,0
18143,8400,1,1,2,32,0,0,2,2,-1,0,226,296,316,336,97,1577,78,34,34,264,1540,56,1
18144,14000,1,1,2,30,-2,-2,-2,-1,-1,0,93,628,357,327,5166,4711,319,721,506,5170,24,1047,0
18145,5600,1,1,2,30,-1,-1,-2,-1,0,0,252,7,168,961,655,-51,23,172,964,6,51,0,0
18146,7280,1,2,2,31,0,0,0,0,0,0,87,87,82,78,68,25,36,31,28,8,0,35,0
18147,4480,1,3,2,31,0,0,0,0,0,0,1425,1508,1563,1672,1725,1846,112,84,140,84,140,56,0
18148,9520,1,1,2,31,0,0,0,0,0,0,2388,1862,1762,1493,1405,1596,483,448,373,280,254,254,0
18149,14000,1,1,2,32,0,0,0,0,0,0,1841,1825,1761,1384,1155,787,68,61,45,25,28,19,0
18150,8680,1,1,1,32,1,2,0,0,2,0,8691,8452,6300,6557,6220,6290,2,279,499,0,223,226,0
18151,10080,1,2,1,30,-1,-1,-1,-1,-1,-1,40,110,0,85,610,107,110,0,86,613,108,890,0
18152,3080,1,1,1,36,2,0,0,0,0,0,1012,1043,1074,1093,1123,1150,56,56,42,42,42,32,1
18153,10920,1,1,1,36,-2,-2,-2,-2,-2,-2,225,219,225,0,55,86,220,227,0,28,87,238,0
18154,3920,1,1,2,31,-1,-1,-1,-1,-1,-2,137,11,0,23,0,0,11,0,23,0,0,0,0
18155,840,1,3,2,32,0,0,0,0,0,0,784,811,822,827,775,458,41,56,39,16,9,0,0
18156,5600,1,1,2,33,1,-1,-1,-1,0,0,-5,12,2,19,7,-5,28,14,28,0,0,28,0
18157,3080,1,1,2,40,0,0,0,0,0,0,2850,2851,2964,2885,1184,1217,104,160,87,56,56,48,0
18158,560,1,1,1,35,2,2,2,-1,0,0,575,478,443,500,508,0,35,0,840,14,0,0,1
18159,5880,1,2,1,41,2,2,2,2,2,2,2398,2456,2531,2539,2573,2628,118,134,70,109,95,95,1
18160,10640,1,2,1,42,-2,-2,-2,-2,-2,-2,72,1091,175,554,344,76,1107,194,556,346,76,148,0
18161,1960,1,1,1,42,0,0,0,0,-2,-2,709,695,675,0,0,0,56,28,0,0,0,0,0
18162,560,1,2,2,32,0,0,0,-1,0,-1,407,316,199,227,73,45,37,85,280,0,45,0,0
18163,7280,1,1,2,32,-1,-1,-1,2,-1,0,59,20,3,3,14,14,21,3,0,14,0,0,0
18164,5600,1,1,1,46,0,0,0,0,0,0,1502,1520,1541,1560,1580,1602,49,51,51,51,53,115,0
18165,5320,1,2,2,36,0,0,0,0,0,0,4325,3987,3340,2793,2849,2944,173,140,107,101,140,140,1
18166,1400,1,2,2,42,0,0,0,0,0,0,1324,1331,1304,477,296,265,70,56,70,14,14,14,0
18167,560,1,2,2,35,0,0,0,0,0,0,477,491,428,462,343,407,42,42,42,13,70,19,0
18168,11200,1,1,1,49,-2,-2,-2,-2,-2,-2,21,42,951,1239,1583,22,43,958,1239,1583,22,60,0
18169,7840,1,2,1,49,0,0,0,0,0,0,6613,6800,6818,6044,5318,4531,308,294,224,196,168,129,0
18170,1680,1,3,1,38,2,2,2,2,0,0,925,902,702,683,706,788,0,112,0,42,98,73,1
18171,7000,1,1,1,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18172,11200,1,1,2,41,-1,-1,-1,-1,0,-1,321,164,148,183,146,14,165,148,183,0,14,10,0
18173,5040,1,2,1,46,0,0,0,0,0,0,2734,2666,2783,2181,1834,1864,168,196,140,84,140,70,0
